Adress,City,Street name,Postal code,Latitude,Longitude,Rooms,Property type,Elevator,Balcony/Terrace,Energy label,Price,Province,Days on Market,Link,Off. vurdering,Home size,Monthly expense,Ground size
Toftevej 3B,Nykøbing F,Toftevej 3B,4800,54.76745,11.854771,7 værelser,Villa,,,C,3795000,Vest- og Sydsjælland,391 dage,https://www.boligsiden.dk/addresses/0a3f50b0-4ea5-32b8-e044-0003ba298018,2.819.000,183,4.044,2288
Klosterhedevej 18,Kastrup,Klosterhedevej 18,2770,55.61619,12.6272135,3 værelser,Villa,,,E,4398000,Byen København,28 dage,https://www.boligsiden.dk/addresses/0a3f50a7-4fbe-32b8-e044-0003ba298018,4.417.000,88,3.867,702
Slettebjergvej 26,Stenlille,Slettebjergvej 26,4295,55.545692,11.583558,4 værelser,Villa,,,B,2445000,Vest- og Sydsjælland,68 dage,https://www.boligsiden.dk/addresses/08ea7944-16d0-47d9-bde1-6ce8e5a44d98,2.271.000,184,1.835,811
Pinievangen 3,Allerød,Pinievangen 3,3450,55.875916,12.3315935,6 værelser,Villa,,,F,6495000,Nordsjælland,38 dage,https://www.boligsiden.dk/addresses/0a3f50a7-cac6-32b8-e044-0003ba298018,5.226.000,187,5.258,900
Østervej 11,Bagenkop,Østervej 11,5935,54.75593,10.732793,8 værelser,Villa/Fritidsbolig,,,E,1395000,Fyn,486 dage,https://www.boligsiden.dk/addresses/0a3f50b5-c71a-32b8-e044-0003ba298018,909.000,293,2.719,1985
Fynsvej 68,Kolding,Fynsvej 68,6000,55.496956,9.494455,5 værelser,Villa,,,E,1095000,Sydjylland,917 dage,https://www.boligsiden.dk/addresses/0a3f50bb-fc9f-32b8-e044-0003ba298018,2.442.000,290,2.166,271
Tanderupvej 54,Gelsted,Tanderupvej 54,5591,55.367287,9.910522,4 værelser,Villa,,,D,695000,Fyn,47 dage,https://www.boligsiden.dk/addresses/0a3f50b2-952a-32b8-e044-0003ba298018,692.000,120,1.253,3048
Barsebæk 52,Holbæk,Barsebæk 52,4300,55.706768,11.7054,5 værelser,Villa,,,D,2950000,Vest- og Sydsjælland,186 dage,https://www.boligsiden.dk/addresses/0a3f50ad-2b0d-32b8-e044-0003ba298018,3.046.000,156,3.137,693
Tinghøjvej 36,Brande,Tinghøjvej 36,7330,55.94839,9.134068,4 værelser,Villa,,,D,1695000,Vestjylland,71 dage,https://www.boligsiden.dk/addresses/0a3f50bd-2d35-32b8-e044-0003ba298018,1.287.000,146,1.635,1125
Friborgvej 7,Hals,Friborgvej 7,9370,57.05589,10.369769,4 værelser,Villa,,,C,1345000,Nordjylland,56 dage,https://www.boligsiden.dk/addresses/0a3f50c7-bf37-32b8-e044-0003ba298018,957.000,145,1.26,797
Bushøjvej 248,Højbjerg,Bushøjvej 248,8270,56.11167,10.1803465,5 værelser,Villa,,,B,5998000,Østjylland,54 dage,https://www.boligsiden.dk/addresses/0a3f50c2-928c-32b8-e044-0003ba298018,4.378.000,148,3.722,815
Smedebakken 17B,Kvistgård,Smedebakken 17B,3490,56.016804,12.516441,5 værelser,Villa,,,C,4500000,Nordsjælland,50 dage,https://www.boligsiden.dk/addresses/0a3f50a9-8122-32b8-e044-0003ba298018,4.653.000,135,4.334,1200
Mosevej 11,Silkeborg,Mosevej 11,8600,56.17855,9.560107,3 værelser,Villa,,,C,4095000,Østjylland,34 dage,https://www.boligsiden.dk/addresses/0a3f50c1-f2a7-32b8-e044-0003ba298018,2.675.000,123,3.257,1027
Lindestien 2,Tølløse,Lindestien 2,4340,55.612854,11.781962,4 værelser,Villa,,,D,2495000,Vest- og Sydsjælland,40 dage,https://www.boligsiden.dk/addresses/0a3f50af-6378-32b8-e044-0003ba298018,1.619.000,108,2.13,700
Skansørevej 2,Helsingør,Skansørevej 2,3000,56.02434,12.605372,6 værelser,Villa,,,E,9250000,Nordsjælland,6 dage,https://www.boligsiden.dk/addresses/0a3f50a9-7eb9-32b8-e044-0003ba298018,8.507.000,176,7.512,750
Tøvlidtvej 75,Søndersø,Tøvlidtvej 75,5471,55.535095,10.218961,7 værelser,Villa,,,E,575000,Fyn,48 dage,https://www.boligsiden.dk/addresses/0a3f50b5-d8dd-32b8-e044-0003ba298018,801.000,152,1.529,1373
Bredgade 13,Roslev,Bredgade 13,7870,56.76141,8.868093,7 værelser,Villa,,,E,895000,Vestjylland,75 dage,https://www.boligsiden.dk/addresses/0a3f50c5-780d-32b8-e044-0003ba298018,1.284.000,226,1.475,797
Fædresmindevej 11,Odense SV,Fædresmindevej 11,5250,55.371975,10.344546,7 værelser,Villa,,,B,5195000,Fyn,37 dage,https://www.boligsiden.dk/addresses/0a3f50b3-e378-32b8-e044-0003ba298018,3.287.000,181,2.867,700
Økærvej 32,Brande,Økærvej 32,7330,55.953835,9.112004,4 værelser,Villa,,,C,1545000,Vestjylland,54 dage,https://www.boligsiden.dk/addresses/0a3f50bd-2f88-32b8-e044-0003ba298018,1.402.000,130,1.521,994
Skolegade 26,Lem St,Skolegade 26,6940,56.029606,8.389811,2 værelser,Villa,,,C,750000,Vestjylland,241 dage,https://www.boligsiden.dk/addresses/0a3f50be-a58d-32b8-e044-0003ba298018,637.000,114,1.246,734
Fuglehaven 39,Nykøbing F,Fuglehaven 39,4800,54.764057,11.851641,5 værelser,Villa,,,D,1995000,Vest- og Sydsjælland,6 dage,https://www.boligsiden.dk/addresses/0a3f50b0-2982-32b8-e044-0003ba298018,1.439.000,145,1.929,864
Ærtebjergvej 23,Skælskør,Ærtebjergvej 23,4230,55.245335,11.363106,4 værelser,Villa,,,,1850000,Vest- og Sydsjælland,14 dage,https://www.boligsiden.dk/addresses/0a3f50ae-77be-32b8-e044-0003ba298018,1.289.000,110,3.614,4833
Harreshøjvej 11-13,Tikøb,Harreshøjvej 11-13,3080,,,7 værelser,Landejendom/Villa,,,B,29000000,Nordsjælland,57 dage,https://www.boligsiden.dk/addresses/1013d401-13c6-4ee5-adbf-9411044fe1aa,,523,8.672,48636
Østerbyvej 34,Tjæreborg,Østerbyvej 34,6731,55.458084,8.592697,5 værelser,Villa,,,C,3398000,Sydjylland,36 dage,https://www.boligsiden.dk/addresses/0a3f50b9-6111-32b8-e044-0003ba298018,2.338.000,196,2.382,911
Helberskovvej 14,Hadsund,Helberskovvej 14,9560,56.75274,10.290899,5 værelser,Villa/Fritidsbolig,,,E,495000,Nordjylland,1019 dage,https://www.boligsiden.dk/addresses/0a3f50c7-a337-32b8-e044-0003ba298018,993.000,190,1.316,2018
Bistrupvej 93,Birkerød,Bistrupvej 93,3460,55.83073,12.429964,7 værelser,Villa,,,E,5495000,Nordsjælland,91 dage,https://www.boligsiden.dk/addresses/0a3f50a7-e0a0-32b8-e044-0003ba298018,4.702.000,136,5.002,841
Druestrupvej 7C,Bjæverskov,Druestrupvej 7C,4632,55.421337,12.0565,4 værelser,Villa,,,D,2395000,Østsjælland,Til salg i alt:26dage,https://www.boligsiden.dk/addresses/0a3f50ac-3714-32b8-e044-0003ba298018,2.009.000,115,1.975,1818
Stenhave Vænge 13,Hørsholm,Stenhave Vænge 13,2970,55.892975,12.484027,4 værelser,Villa,,,D,4245000,Nordsjælland,16 dage,https://www.boligsiden.dk/addresses/0a3f50aa-2557-32b8-e044-0003ba298018,4.277.000,130,4.331,319
Albanivej 87,Årslev,Albanivej 87,5792,55.264122,10.365334,6 værelser,Villa,,,C,1295000,Fyn,Til salg i alt:65dage,https://www.boligsiden.dk/addresses/0a3f50b6-2275-32b8-e044-0003ba298018,1.091.000,201,1.939,1020
Doggerbanke 70,Skagen,Doggerbanke 70,9990,57.731647,10.549792,4 værelser,Villa/Fritidsbolig,,,D,1295000,Nordjylland,6 dage,https://www.boligsiden.dk/addresses/0a3f50c9-288e-32b8-e044-0003ba298018,1.192.000,103,1.771,897
Egedevej 134,Faxe,Egedevej 134,4640,55.291977,12.069015,9 værelser,Villa,,,D,3295000,Vest- og Sydsjælland,252 dage,https://www.boligsiden.dk/addresses/0a3f50b1-2a75-32b8-e044-0003ba298018,,250,3.088,1797
Lindevang 26,Brøndby Strand,Lindevang 26,2660,55.62074,12.417446,4 værelser,Villa,,,D,3995000,Københavns omegn,47 dage,https://www.boligsiden.dk/addresses/0a3f50a3-67cb-32b8-e044-0003ba298018,3.202.000,123,3.076,974
Violvej 95,Skive,Violvej 95,7800,56.58118,9.040645,5 værelser,Villa,,,C,1775000,Vestjylland,Til salg i alt:2dage,https://www.boligsiden.dk/addresses/0a3f50c5-bdf6-32b8-e044-0003ba298018,1.390.000,160,1.639,867
Nejedevej 23,Hillerød,Nejedevej 23,3400,55.957783,12.194932,4 værelser,Villa,,,D,2295000,Nordsjælland,49 dage,https://www.boligsiden.dk/addresses/0a3f50a9-c762-32b8-e044-0003ba298018,2.232.000,124,2.495,1075
Knopsvane Alle 36,Galten,Knopsvane Alle 36,8464,56.153122,9.886095,5 værelser,Villa,,,A2015,4498000,Østjylland,8 dage,https://www.boligsiden.dk/addresses/6e0cc865-8370-4328-9a1a-4e0b119bcfdc,4.393.000,173,3.061,803
Kløvervej 53,Ringe,Kløvervej 53,5750,55.229816,10.483072,7 værelser,Villa,,,C,2495000,Fyn,223 dage,https://www.boligsiden.dk/addresses/0a3f50b5-32c2-32b8-e044-0003ba298018,2.019.000,221,1.884,880
Tjørnegårdsparken 11B,Trustrup,Tjørnegårdsparken 11B,8570,56.347717,10.767067,3 værelser,Villa,,,C,695000,Østjylland,70 dage,https://www.boligsiden.dk/addresses/0a3f50bf-e3f7-32b8-e044-0003ba298018,854.000,118,1.475,920
Kløvervænget 5,Frederikshavn,Kløvervænget 5,9900,57.394,10.501916,6 værelser,Villa,,,,2195000,Nordjylland,36 dage,https://www.boligsiden.dk/addresses/0a3f50c7-6b4f-32b8-e044-0003ba298018,1.264.000,209,6.108,992
Søvej 7C,Viborg,Søvej 7C,8800,56.45264,9.416495,3 værelser,Villa,,,D,3495000,Vestjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50c6-9e45-32b8-e044-0003ba298018,3.374.000,123,3.607,578
Christiansmindevej 6,Skanderborg,Christiansmindevej 6,8660,56.0498,9.918023,3 værelser,Villa,,,E,1399000,Østjylland,7 dage,https://www.boligsiden.dk/addresses/0a3f50c2-24d7-32b8-e044-0003ba298018,2.511.000,154,2.432,1540
Hygindvej 44,Ejby,Hygindvej 44,5592,55.386204,9.888301,5 værelser,Villa,,,C,1595000,Fyn,764 dage,https://www.boligsiden.dk/addresses/0a3f50b2-8aee-32b8-e044-0003ba298018,1.583.000,184,1.507,1872
Svendborgvej 11,Vester Skerninge,Svendborgvej 11,5762,55.071304,10.508693,8 værelser,Villa,,,E,1345000,Fyn,23 dage,https://www.boligsiden.dk/addresses/0a3f50b2-803b-32b8-e044-0003ba298018,,184,1.469,925
Gl Nøglegårdsvej 2,Lynge,Gl Nøglegårdsvej 2,3540,55.838387,12.287798,6 værelser,Villa,,,C,8495000,Nordsjælland,66 dage,https://www.boligsiden.dk/addresses/0a3f50a7-bcbc-32b8-e044-0003ba298018,7.332.000,218,5.312,927
Blåmunkevej 5,Hammel,Blåmunkevej 5,8450,56.261654,9.857213,7 værelser,Villa,,,B,1995000,Østjylland,292 dage,https://www.boligsiden.dk/addresses/0a3f50c0-0298-32b8-e044-0003ba298018,2.464.000,200,2.31,848
Åbrinken 30,Varde,Åbrinken 30,6800,55.623848,8.456681,5 værelser,Villa,,,B,2998000,Sydjylland,44 dage,https://www.boligsiden.dk/addresses/2ef51a73-b557-4ee7-e044-0003ba298018,2.137.000,168,2.127,739
Bøgebanken 9,Herfølge,Bøgebanken 9,4681,55.406963,12.133927,5 værelser,Villa,,,B,3795000,Østsjælland,269 dage,https://www.boligsiden.dk/addresses/0a3f50ab-5f21-32b8-e044-0003ba298018,2.923.000,155,2.31,755
Teglværksvej 95,Karrebæksminde,Teglværksvej 95,4736,55.200047,11.613808,3 værelser,Villa,,,F,825000,Vest- og Sydsjælland,26 dage,https://www.boligsiden.dk/addresses/0a3f50b0-cba0-32b8-e044-0003ba298018,1.199.000,120,1.698,790
H.C. Lumbyes Vej 33,Odense N,H.C. Lumbyes Vej 33,5270,55.45765,10.377623,6 værelser,Villa,,,C,2295000,Fyn,55 dage,https://www.boligsiden.dk/addresses/0a3f50b3-f491-32b8-e044-0003ba298018,,171,1.752,1101
Nedre Vej 85,Randers NØ,Nedre Vej 85,8930,56.483116,10.160947,5 værelser,Villa,,,F,695000,Østjylland,44 dage,https://www.boligsiden.dk/addresses/0a3f50c0-70fb-32b8-e044-0003ba298018,850.000,161,1.418,716
Orelundvej 10,Bogense,Orelundvej 10,5400,55.508846,10.011114,5 værelser,Villa,,,D,1495000,Fyn,19 dage,https://www.boligsiden.dk/addresses/0a3f50b2-617d-32b8-e044-0003ba298018,1.274.000,164,2.189,4728
Over-Holluf Vænget 4,Odense SØ,Over-Holluf Vænget 4,5220,55.358658,10.471177,6 værelser,Villa,,,C,3995000,Fyn,71 dage,https://www.boligsiden.dk/addresses/0a3f50b4-7d21-32b8-e044-0003ba298018,3.782.000,213,2.286,892
Junovej 2A,Ebeltoft,Junovej 2A,8400,56.216183,10.701141,3 værelser,Villa/Fritidsbolig,,,C,1750000,Østjylland,273 dage,https://www.boligsiden.dk/addresses/0a3f50bf-79d2-32b8-e044-0003ba298018,1.198.000,77,1.509,900
Elmevej 27,Kerteminde,Elmevej 27,5300,55.45279,10.6467085,6 værelser,Villa,,,C,3095000,Fyn,75 dage,https://www.boligsiden.dk/addresses/0a3f50b2-ea2e-32b8-e044-0003ba298018,3.019.000,246,2.594,742
Obbekjærvej 12,Ribe,Obbekjærvej 12,6760,55.33751,8.774049,4 værelser,Villa,,,F,1498000,Sydjylland,53 dage,https://www.boligsiden.dk/addresses/0a3f50b9-cce5-32b8-e044-0003ba298018,975.000,109,1.663,1083
Søstrup Parken 3,Holbæk,Søstrup Parken 3,4300,55.68305,11.651185,4 værelser,Villa,,,F,1250000,Vest- og Sydsjælland,15 dage,https://www.boligsiden.dk/addresses/0a3f50ad-9819-32b8-e044-0003ba298018,1.278.000,94,1.846,1116
Ternevej 2,Aalborg,Ternevej 2,9000,57.030598,9.932538,3 værelser,Villa,,,D,1995000,Nordjylland,48 dage,https://www.boligsiden.dk/addresses/0a3f50ca-d7ce-32b8-e044-0003ba298018,2.424.000,87,2.054,750
Gunvaldsvej 11,Skanderborg,Gunvaldsvej 11,8660,56.05203,9.986912,5 værelser,Villa,,,C,3695000,Østjylland,8 dage,https://www.boligsiden.dk/addresses/0a3f50c2-2c15-32b8-e044-0003ba298018,2.743.000,155,3.167,751
Nykøbingvej 63,Stubbekøbing,Nykøbingvej 63,4850,54.883587,12.03437,3 værelser,Villa,,,F,895000,Vest- og Sydsjælland,54 dage,https://www.boligsiden.dk/addresses/0a3f50b1-6596-32b8-e044-0003ba298018,524.000,134,1.449,1075
Elmegården 11,Jyderup,Elmegården 11,4450,55.66207,11.425003,5 værelser,Villa,,,D,1895000,Vest- og Sydsjælland,251 dage,https://www.boligsiden.dk/addresses/0a3f50af-0a04-32b8-e044-0003ba298018,2.015.000,175,2.05,745
Storkevej 22,Jyllinge,Storkevej 22,4040,55.773205,12.1048,4 værelser,Villa,,,C,4795000,Østsjælland,49 dage,https://www.boligsiden.dk/addresses/0a3f50ab-43a7-32b8-e044-0003ba298018,4.162.000,213,3.566,1223
Dalgårdvej 3,Bedsted Thy,Dalgårdvej 3,7755,56.820583,8.394728,6 værelser,Villa,,,D,1745000,Nordjylland,656 dage,https://www.boligsiden.dk/addresses/0a3f50c5-e822-32b8-e044-0003ba298018,587.000,255,1.7,8327
Vestre Strandallé 152,Risskov,Vestre Strandallé 152,8240,56.194588,10.2432375,5 værelser,Villa,,,D,5498000,Østjylland,50 dage,https://www.boligsiden.dk/addresses/0a3f50c4-ac41-32b8-e044-0003ba298018,5.007.000,137,4.67,829
Asgaardsvej 11,Væggerløse,Asgaardsvej 11,4873,54.706383,11.928181,7 værelser,Villa/Fritidsbolig,,,C,1575000,Vest- og Sydsjælland,33 dage,https://www.boligsiden.dk/addresses/0a3f50b1-7d0d-32b8-e044-0003ba298018,1.700.000,193,1.581,772
Egevej 46,Rødby,Egevej 46,4970,54.687996,11.389838,4 værelser,Villa/Fritidsbolig,,,F,695000,Vest- og Sydsjælland,32 dage,https://www.boligsiden.dk/addresses/0a3f50b1-19e2-32b8-e044-0003ba298018,523.000,134,1.067,969
Nedergårdsvej 83,Aarhus N,Nedergårdsvej 83,8200,56.199703,10.1730995,6 værelser,Villa,,,D,3799000,Østjylland,307 dage,https://www.boligsiden.dk/addresses/0a3f50c3-b339-32b8-e044-0003ba298018,3.582.000,176,2.863,686
Dragshuse 16,Slagelse,Dragshuse 16,4200,55.46477,11.479071,5 værelser,Villa,,,,4195000,Vest- og Sydsjælland,37 dage,https://www.boligsiden.dk/addresses/0a3f50ae-89cb-32b8-e044-0003ba298018,1.984.000,161,2.567,2698
Orenæsvej 9,Næstved,Orenæsvej 9,4700,55.21058,11.752257,4 værelser,Villa,,,D,1495000,Vest- og Sydsjælland,48 dage,https://www.boligsiden.dk/addresses/0a3f50b0-aa46-32b8-e044-0003ba298018,1.589.000,118,2.425,752
Johan Mantzius Vej 33,Birkerød,Johan Mantzius Vej 33,3460,55.845364,12.42614,8 værelser,Villa,,,D,9985000,Nordsjælland,48 dage,https://www.boligsiden.dk/addresses/0a3f50a7-ed21-32b8-e044-0003ba298018,9.680.000,257,8.088,1117
Luthersvej 7,Aabybro,Luthersvej 7,9440,57.167023,9.736951,5 værelser,Villa,,,D,1825000,Nordjylland,1 dag,https://www.boligsiden.dk/addresses/0a3f50c9-a48c-32b8-e044-0003ba298018,1.989.000,175,2.218,1023
Frugthaven 16,Fredericia,Frugthaven 16,7000,55.537315,9.603566,4 værelser,Villa,,,D,2395000,Sydjylland,40 dage,https://www.boligsiden.dk/addresses/0a3f50ba-978a-32b8-e044-0003ba298018,1.726.000,150,1.896,802
Engvej 24,Hirtshals,Engvej 24,9850,57.575264,9.971969,3 værelser,Villa,,,E,745000,Nordjylland,44 dage,https://www.boligsiden.dk/addresses/0a3f50c7-e219-32b8-e044-0003ba298018,565.000,113,1.37,984
Kløvervej 6,Jordrup,Kløvervej 6,6064,55.55024,9.315451,7 værelser,Villa/Fritidsbolig,,,D,1795000,Sydjylland,51 dage,https://www.boligsiden.dk/addresses/0a3f50bc-61ed-32b8-e044-0003ba298018,1.933.000,268,2.279,5549
Reerslevvej 50,Hedehusene,Reerslevvej 50,2640,55.645367,12.194869,5 værelser,Villa,,,D,3498000,Københavns omegn,14 dage,https://www.boligsiden.dk/addresses/0a3f50a5-d968-32b8-e044-0003ba298018,3.467.000,170,3.453,690
Rantzausmindevej 151,Svendborg,Rantzausmindevej 151,5700,55.03422,10.53802,8 værelser,Villa,,,E,13000000,Fyn,37 dage,https://www.boligsiden.dk/addresses/0a3f50b5-963b-32b8-e044-0003ba298018,4.187.000,225,4.042,1730
Egholmvej 4,Næstved,Egholmvej 4,4700,55.21667,11.747044,3 værelser,Villa,,,D,1795000,Vest- og Sydsjælland,51 dage,https://www.boligsiden.dk/addresses/0a3f50b0-707f-32b8-e044-0003ba298018,2.385.000,124,3.064,643
Byhøjengen 60,Trige,Byhøjengen 60,8380,56.255947,10.161343,5 værelser,Villa,,,A2020,4395000,Østjylland,23 dage,https://www.boligsiden.dk/addresses/c4e8ae6c-15bb-4268-ac2c-79ecd7e271b5,4.435.000,176,2.935,800
Holmegaardsvej 9,Holmegaard,Holmegaardsvej 9,4684,55.279198,11.80814,2 værelser,Villa,,,F,995000,Vest- og Sydsjælland,Til salg i alt:23dage,https://www.boligsiden.dk/addresses/0a3f50af-a278-32b8-e044-0003ba298018,1.232.000,65,1.894,689
Sejerbyvej 61,Sejerø,Sejerbyvej 61,4592,55.886227,11.141468,4 værelser,Villa/Fritidsbolig,,,F,625000,Vest- og Sydsjælland,73 dage,https://www.boligsiden.dk/addresses/0a3f50ac-9829-32b8-e044-0003ba298018,385.000,72,1.039,366
Guldborgvej 17,Aalborg,Guldborgvej 17,9000,57.040203,9.865077,4 værelser,Villa,,,D,3345000,Nordjylland,58 dage,https://www.boligsiden.dk/addresses/0a3f50ca-0c5d-32b8-e044-0003ba298018,2.955.000,126,2.759,691
Ørby Gade 11B,Helsinge,Ørby Gade 11B,3200,56.053413,12.152263,6 værelser,Villa,,,C,3795000,Nordsjælland,40 dage,https://www.boligsiden.dk/addresses/0a3f50a9-1ba4-32b8-e044-0003ba298018,3.922.000,205,4.65,2623
Hinbjerg 14,Karlslunde,Hinbjerg 14,2690,55.565266,12.252318,4 værelser,Villa,,,D,5275000,Østsjælland,54 dage,https://www.boligsiden.dk/addresses/0a3f50aa-fec2-32b8-e044-0003ba298018,4.655.000,118,3.922,700
Skolegade 5,Aalborg,Skolegade 5,9000,57.039738,9.950303,3 værelser,Villa,,,E,1795000,Nordjylland,75 dage,https://www.boligsiden.dk/addresses/0a3f50ca-b26a-32b8-e044-0003ba298018,,108,2.966,441
Ugerløsevej 5,Kalundborg,Ugerløsevej 5,4400,55.629936,11.160169,5 værelser,Villa,,,G,1495000,Vest- og Sydsjælland,Til salg i alt:5dage,https://www.boligsiden.dk/addresses/0a3f50ad-7efe-32b8-e044-0003ba298018,1.288.000,130,1.899,1380
Kogsbøllevej 17,Nyborg,Kogsbøllevej 17,5800,55.281773,10.741584,6 værelser,Villa,,,C,3195000,Fyn,631 dage,https://www.boligsiden.dk/addresses/0a3f50b3-5cc0-32b8-e044-0003ba298018,1.877.000,292,2.139,2870
Knudmoseparken 28,Herning,Knudmoseparken 28,7400,56.11077,8.991013,7 værelser,Villa,,,B,3495000,Vestjylland,Til salg i alt:29dage,https://www.boligsiden.dk/addresses/0a3f50bd-8045-32b8-e044-0003ba298018,3.207.000,182,2.472,770
Skovbakken 3,Gedsted,Skovbakken 3,9631,56.69099,9.32829,10 værelser,Villa,,,E,1895000,Nordjylland,0 dag,https://www.boligsiden.dk/addresses/0a3f50c6-b5ff-32b8-e044-0003ba298018,,278,1.515,492
Aasøvej 2,Tranekær,Aasøvej 2,5953,54.99827,10.848027,6 værelser,Villa/Fritidsbolig,,,G,695000,Fyn,62 dage,https://www.boligsiden.dk/addresses/0a3f50b5-f5ec-32b8-e044-0003ba298018,646.000,175,1.117,2273
Mågevej 10,Rønnede,Mågevej 10,4683,55.251118,12.030853,6 værelser,Villa,,,B,2650000,Vest- og Sydsjælland,34 dage,https://www.boligsiden.dk/addresses/0a3f50b1-2f41-32b8-e044-0003ba298018,2.614.000,190,2.147,814
Jernbanegade 11,Hjallerup,Jernbanegade 11,9320,57.169502,10.144677,3 værelser,Villa,,,C,2395000,Nordjylland,56 dage,https://www.boligsiden.dk/addresses/0a3f50c7-0ca0-32b8-e044-0003ba298018,1.757.000,196,1.724,700
Enghavevej 9,Lemvig,Enghavevej 9,7620,56.54926,8.312876,6 værelser,Villa/Fritidsbolig,,,C,1265000,Vestjylland,1 dag,https://www.boligsiden.dk/addresses/0a3f50be-69e6-32b8-e044-0003ba298018,1.088.000,161,1.066,512
Skafterupvej 23,Sandved,Skafterupvej 23,4262,55.222908,11.51203,8 værelser,Villa,,,G,1675000,Vest- og Sydsjælland,61 dage,https://www.boligsiden.dk/addresses/0a3f50ac-e182-32b8-e044-0003ba298018,,272,2.614,14000
Torngårdsallé 23,Aabybro,Torngårdsallé 23,9440,57.158054,9.750681,8 værelser,Villa,,,,4750000,Nordjylland,182 dage,https://www.boligsiden.dk/addresses/39ff92cd-f308-0991-e044-0003ba298018,4.526.000,280,3.477,1537
Syrenvej 4,Randers NØ,Syrenvej 4,8930,56.47789,10.042833,4 værelser,Villa,,,B,2495000,Østjylland,26 dage,https://www.boligsiden.dk/addresses/0a3f50c1-3fd1-32b8-e044-0003ba298018,1.994.000,133,2.265,800
Naffet 4A,Vojens,Naffet 4A,6500,55.240826,9.251938,10 værelser,Villa,,,C,895000,Sydjylland,560 dage,https://www.boligsiden.dk/addresses/0a3f50b8-1503-32b8-e044-0003ba298018,,301,3.395,1383
Tyrings Ager 55,Vamdrup,Tyrings Ager 55,6580,55.431107,9.264142,6 værelser,Villa,,,D,2195000,Sydjylland,168 dage,https://www.boligsiden.dk/addresses/0a3f50bc-94fa-32b8-e044-0003ba298018,2.108.000,164,2.056,965
Veddum Hovedgade 64,Hadsund,Veddum Hovedgade 64,9560,56.773964,10.181184,8 værelser,Villa,,,C,1495000,Nordjylland,Til salg i alt:69dage,https://www.boligsiden.dk/addresses/67e70bc9-0643-4042-9f86-03a0b3999708,,307,2.653,1230
Mispelvej 20,Randers NV,Mispelvej 20,8920,56.477646,10.001799,6 værelser,Villa,,,D,1695000,Østjylland,47 dage,https://www.boligsiden.dk/addresses/0a3f50c1-130a-32b8-e044-0003ba298018,1.963.000,182,2.024,825
Oddesundvej 264,Hurup Thy,Oddesundvej 264,7760,56.777374,8.462767,6 værelser,Villa,,,F,845000,Nordjylland,9 dage,https://www.boligsiden.dk/addresses/0a3f50c5-f407-32b8-e044-0003ba298018,,200,2.552,15000
Hans Grams Vej 4,Randers NV,Hans Grams Vej 4,8920,56.469215,9.987357,6 værelser,Villa,,,D,1798000,Østjylland,13 dage,https://www.boligsiden.dk/addresses/0a3f50c0-f4ad-32b8-e044-0003ba298018,1.918.000,166,2.336,855
Egen Møllevej 4,Nordborg,Egen Møllevej 4,6430,54.977806,9.886226,4 værelser,Villa,,,D,2450000,Sydjylland,51 dage,https://www.boligsiden.dk/addresses/4ba32cf7-ffab-4032-8323-15b5152c4244,1.549.000,220,3.131,3632
Gl Nøglegårdsvej 13,Lynge,Gl Nøglegårdsvej 13,3540,55.838684,12.287616,6 værelser,Villa,,,C,6745000,Nordsjælland,66 dage,https://www.boligsiden.dk/addresses/0a3f50a7-bcc6-32b8-e044-0003ba298018,6.658.000,185,4.861,723
Rustkammervej 54,Sorø,Rustkammervej 54,4180,55.460148,11.553175,5 værelser,Villa,,,C,1345000,Vest- og Sydsjælland,74 dage,https://www.boligsiden.dk/addresses/0a3f50ae-e651-32b8-e044-0003ba298018,1.080.000,106,1.988,582
